count,mean,std,min,p01,p05,median,p95,p99,max,skew,kurtosis
241920000,0.00030178516507798015,0.12486544080332279,-3.9437379634854337,-0.3422095288769619,-0.1950835498700094,0.00029535576334525416,0.19570629540857834,0.34283542220621116,5.373326830742716,0.00111387227039422,5.327783640075255
