fast_period,slow_period,total_return,cagr,max_drawdown,ann_vol,sharpe,sortino,calmar,n_entries,n_exits,n_flips,n_round_trips,avg_hold_bars,median_hold_bars,turnover,round_trip_bps,trend_period,lag
37,58,1.264550615247396,0.05082345540058375,-0.21174710337614677,0.13178651609392272,0.44201927673435587,0.3993951682361826,0.24001960163913624,3343,3343,206,3343,60.37989829494466,28.0,0.017794870123521166,2.0,200,1
29,94,1.2437338478987559,0.05023505091151659,-0.20931045554677707,0.13239213267905595,0.4363629374921831,0.40360526754572457,0.24000258744977013,3235,3234,171,3234,64.37187017001546,27.0,0.017075353678684513,2.0,200,1
33,74,1.4270561260588348,0.055249602430187617,-0.2302537368697064,0.13221291352106043,0.47280365363686144,0.4333049679186895,0.23995094794683697,3244,3243,216,3243,63.19482120838471,28.0,0.01734611248022583,2.0,200,1
34,61,1.276152158903412,0.051149182193115816,-0.21317469408842415,0.1320774157867417,0.44368277717654414,0.40168695719568276,0.23994021622425457,3366,3366,217,3366,60.18716577540107,28.0,0.017965347887454592,2.0,200,1
36,72,1.4727442118188012,0.056443867625944666,-0.23540644508031894,0.13164473624558212,0.48286652799298113,0.4411066661941054,0.23977197228685238,3178,3177,200,3177,64.1371932032725,28.0,0.016934960226033458,2.0,200,1
33,63,1.2940545231840588,0.051648764541904146,-0.2154119813814772,0.13222090937700554,0.446938275265042,0.4053952367057607,0.23976737139072296,3355,3355,224,3355,60.56661698956781,28.0,0.01794529167993301,2.0,200,1
36,82,1.3205729875328918,0.05238209777739078,-0.21856916559022577,0.13113116161634045,0.4548673503732272,0.4168434684182258,0.23965913781085169,3107,3106,147,3106,65.99195365304152,28.0,0.0163132177928645,2.0,200,1
34,79,1.5398918576339504,0.058161984521488685,-0.24278634310302005,0.13137980022513404,0.495945457097029,0.45552222420094507,0.23956036314945922,3175,3174,185,3174,64.78110236220472,28.0,0.016844707292186352,2.0,200,1
37,59,1.2555937635429255,0.050570907370594664,-0.21110310717804792,0.1317086423325598,0.4403772629395862,0.39769406449346156,0.23955548568947546,3315,3315,200,3315,60.87028657616893,28.0,0.017624392359587744,2.0,200,1
36,58,1.2878375988227435,0.05147569177293332,-0.21498133349774706,0.13183600407924212,0.4466092299238638,0.40353659375227674,0.2394426108324087,3352,3352,219,3352,60.18914081145585,28.0,0.017905179264889853,2.0,200,1
37,75,1.5789646004843756,0.05914220864920372,-0.24701649144965454,0.13102642321951288,0.5039953792235283,0.46109863081211216,0.23942615451348415,3125,3124,174,3124,65.34656,29.0,0.01653885012748227,2.0,200,1
37,62,1.493525169234064,0.0569802286838359,-0.238037673873842,0.13200761148374376,0.48574743703186,0.4408323931813151,0.23937483406107787,3274,3274,182,3274,61.673182651191205,28.0,0.01732856329864445,2.0,200,1
35,83,1.3145516852536892,0.05221627993351019,-0.2182521962572621,0.1313088054723768,0.45322959549069264,0.4159502446313251,0.2392474432282958,3136,3135,160,3135,65.59821428571429,28.0,0.016523807971841085,2.0,200,1
31,95,1.2291824965861124,0.049820691051078336,-0.20828169634627158,0.13326387999393058,0.4314173253986767,0.3994747655757427,0.2391986042222868,3197,3196,178,3196,65.68282765092275,27.0,0.016919918070392274,2.0,200,1
35,81,1.3146484135222503,0.05221894688921336,-0.21864343575910172,0.13129349430037787,0.4532859928934916,0.41588086306769134,0.23883153275521823,3143,3142,164,3142,65.26057906458797,28.0,0.016578962542525427,2.0,200,1
38,63,1.5118461056250712,0.057449624660975473,-0.24094131326784918,0.13199501342879438,0.489145085678398,0.4452706977844112,0.23843824822648818,3244,3244,204,3244,62.550863131935884,29.0,0.017288450883601293,2.0,200,1
33,84,1.2498466183830823,0.050408363835591885,-0.2115993428810743,0.13158430358335768,0.439486776098611,0.40405955587439374,0.2382255216355895,3174,3173,180,3173,64.90233144297416,28.0,0.016814622980903984,2.0,200,1
32,89,1.324606349893262,0.05249294478207056,-0.22043694506557465,0.13186036709707294,0.4538762028229112,0.41963543344734655,0.23813133849434895,3168,3167,167,3167,65.5893308080808,27.0,0.01671935599517648,2.0,200,1
28,95,1.2344919226164448,0.049972174262637115,-0.2099305047514044,0.1335397498740092,0.43188062903597957,0.40073948550440025,0.23804150960249054,3275,3274,194,3274,64.09648854961831,26.0,0.017391238947149387,2.0,200,1
33,69,1.6333708405699139,0.06048412101910228,-0.25410397191453926,0.1328741682378125,0.5083496467561759,0.46566433377893096,0.238029026320944,3314,3314,200,3314,61.83856366928183,28.0,0.01761937830770735,2.0,200,1
38,67,1.382624833093832,0.05406775967367872,-0.22743545471954318,0.13156663621751533,0.4659623927644236,0.42362536215925123,0.23772792918479282,3191,3190,189,3190,63.4832340958947,28.0,0.01694498832979425,2.0,200,1
39,66,1.414073122663055,0.05490637904633977,-0.2310277770026069,0.13134931086012486,0.4725707685596759,0.429053151536369,0.23766137457021114,3178,3177,190,3177,63.61799874134676,28.0,0.01688481970722951,2.0,200,1
36,81,1.3299094040503845,0.05263841152812554,-0.22159236578803687,0.1310589544290579,0.45690393637718163,0.418449508285244,0.23754614172257435,3124,3123,151,3123,65.550576184379,28.0,0.016418512882352795,2.0,200,1
39,55,1.224733065233922,0.04969348309773758,-0.20925111305281574,0.131667525575248,0.43412856049910314,0.3910777328920519,0.23748252696364278,3333,3333,205,3333,60.27992799279928,28.0,0.017739715552836825,2.0,200,1
33,66,1.3943102097312496,0.05438057641323213,-0.22950426613518038,0.1320329907662815,0.4670317430121518,0.42391505554665404,0.23694799808732708,3311,3311,196,3311,61.096345514950166,27.0,0.017584279944544586,2.0,200,1
37,57,1.250067843572514,0.05041462784726458,-0.2127985123714874,0.13180225822153657,0.43902987701748347,0.3964836741882485,0.23691250133955155,3346,3346,216,3346,60.28242677824268,28.0,0.017860052797966302,2.0,200,1
37,74,1.4735768183430995,0.05646543866916032,-0.23858029090257615,0.13113433127249624,0.48439376180524873,0.4424698496973135,0.23667268765389293,3147,3146,182,3146,64.98951382268828,28.0,0.016689271683894114,2.0,200,1
32,76,1.4072417066341143,0.05472508443093971,-0.23142333306854423,0.1323466657497204,0.46870306792453403,0.4299733269996488,0.236471766719957,3237,3236,217,3236,63.51374729687983,28.0,0.017316028168943464,2.0,200,1
40,75,1.3338028380533098,0.05274501347850191,-0.22380481324299306,0.13052947807935555,0.45900283620591964,0.41879031495086916,0.23567416944350847,3066,3065,153,3065,66.34898891063274,30.0,0.016137725977050685,2.0,200,1
34,63,1.2700094740455774,0.05097691397221804,-0.21661563832639408,0.13174463499900038,0.44322626654416264,0.4009849165590081,0.2353334891519078,3329,3329,204,3329,60.75788525082607,27.0,0.01771464529343485,2.0,200,1
33,87,1.2798165276139355,0.05125173955628104,-0.2180627534822701,0.131663891361505,0.4453961123007844,0.41009959307946736,0.23503206640215213,3155,3154,171,3154,65.53122028526148,28.0,0.01667422952825293,2.0,200,1
40,61,1.5802988088278487,0.059175433253896736,-0.2519694600835817,0.13210180214692152,0.5012008972682302,0.45576690657661834,0.234851609533423,3224,3224,184,3224,62.83746898263027,29.0,0.0170878888083855,2.0,200,1
35,78,1.5258690504120125,0.05780673508080736,-0.24635594196402266,0.1311420855016257,0.49404544321901467,0.4528720334527559,0.2346472125655055,3148,3147,179,3147,65.05146124523507,28.0,0.016679243580133323,2.0,200,1
30,76,1.5406469459589474,0.05818106137875567,-0.2479851927462179,0.13270263991009923,0.49245227730582875,0.4531001641249293,0.23461506203032365,3319,3318,224,3318,62.29557095510696,28.0,0.017762278786298602,2.0,200,1
38,77,1.2801305830816099,0.05126052205045406,-0.2189562369830308,0.13061667805222021,0.4479798335647292,0.40894704995310327,0.23411309381621667,3105,3104,154,3104,65.48985507246377,29.0,0.016338288052266475,2.0,200,1
35,74,1.4503065241201623,0.05585997102001472,-0.23865902831381747,0.13184810560469107,0.4781317746620189,0.43773545243817746,0.23405764874967705,3206,3205,200,3205,63.80068621334997,28.0,0.017075353678684513,2.0,200,1
32,70,1.6220167183591339,0.06020623958569793,-0.2573822039809418,0.13288359913663447,0.5063509291752774,0.4636062139975565,0.23391764719737956,3326,3326,204,3326,61.55231509320505,27.0,0.017699603137793667,2.0,200,1
32,64,1.257110209715799,0.050613731364290926,-0.21647721592213187,0.1322111282327221,0.4395137766489804,0.3988497562045416,0.23380627447877464,3372,3372,229,3372,60.3196915776987,28.0,0.0180556008213017,2.0,200,1
34,85,1.2976890670818162,0.051749742531726595,-0.22142410535411716,0.13159818852356947,0.4491518331098122,0.41296646809089743,0.23371322850764026,3149,3148,167,3148,65.49888853604318,28.0,0.01662408900944898,2.0,200,1
31,65,1.2364239687910423,0.050027213572013896,-0.2141435370886987,0.13256391569793682,0.4344836236066918,0.3947859987269756,0.23361533227730574,3409,3409,228,3409,59.80316808448225,27.0,0.01823610668899591,2.0,200,1
32,63,1.2709169426494755,0.05100239097677095,-0.21846771473203686,0.13199981486647439,0.44280776326618615,0.4012482417500395,0.23345504867539948,3393,3393,216,3393,59.72973769525494,27.0,0.018095713236344856,2.0,200,1
34,71,1.4816406467624885,0.056674002923362776,-0.24280802051616468,0.13235100046649434,0.4826411679252932,0.44235960412371694,0.23341075308338,3258,3257,210,3257,63.02424800491099,28.0,0.01738622489526899,2.0,200,1
32,67,1.5338026626702614,0.058007949635797695,-0.24858050073868077,0.13233052576053064,0.49223181119377807,0.44769825882860703,0.23335679775131804,3328,3328,206,3328,61.02253605769231,27.0,0.017719659345315247,2.0,200,1
33,70,1.545347505776602,0.0582996985898272,-0.24989143086652632,0.13289030303599084,0.49278801727927574,0.45163425554939496,0.2333001111229245,3309,3308,206,3308,62.061045633121786,28.0,0.017621885333647547,2.0,200,1
39,62,1.4871050181369156,0.056814972819832166,-0.24365821218932382,0.13202128341102623,0.48452697144656814,0.4403200235088388,0.23317487356299982,3226,3226,193,3226,62.777743335399876,29.0,0.01714304337906984,2.0,200,1
28,96,1.205736936421257,0.04914768714526008,-0.21078641156926303,0.13372469487790253,0.4255939074669628,0.395040865696402,0.23316345099935662,3269,3268,196,3268,64.3068216579994,26.0,0.017371182739627806,2.0,200,1
32,86,1.2560395191724987,0.05058349818416552,-0.21705549440873628,0.13172082442566696,0.44043350413914256,0.40540682124945276,0.23304408083267383,3195,3194,166,3194,64.66948356807512,27.0,0.016849721344066745,2.0,200,1
32,73,1.5301700791138617,0.05791589256774121,-0.24859170612977666,0.13252014970936488,0.4910572000569206,0.45104406141666714,0.23297596476330698,3284,3283,216,3283,62.81181485992692,28.0,0.017546674555441625,2.0,200,1
37,81,1.2609411865300024,0.05072179675863997,-0.21779928299475082,0.13101854219448525,0.4430948616016893,0.405449359697275,0.2328832127508079,3089,3088,154,3088,66.282615733247,29.0,0.01625806322218016,2.0,200,1
39,77,1.3070237996832463,0.052008402076925586,-0.22333135373164104,0.1305434586320228,0.4536057135662537,0.4141259888134211,0.23287550631793427,3080,3079,148,3079,66.09318181818182,29.0,0.016182852443974237,2.0,200,1
30,78,1.5414470029156147,0.058201268531582695,-0.25002926823008487,0.13289840548504747,0.4920659110816356,0.45333170963857666,0.2327778221469018,3294,3293,223,3293,62.85367334547662,27.0,0.017631913437408338,2.0,200,1
33,90,1.2553726847130333,0.05056466191083331,-0.217236296695981,0.13249951666879545,0.43848435418416043,0.4047133121087803,0.23276341329643366,3137,3136,177,3136,66.32833917755818,28.0,0.01661406090568819,2.0,200,1
35,82,1.257151655046055,0.05061490138876357,-0.21784780338015386,0.1312063690756483,0.4418726709169259,0.40480633631065244,0.23234065528050504,3146,3145,158,3145,65.10362364907819,28.0,0.016563920386884243,2.0,200,1
32,88,1.2739267612220835,0.05108682264129816,-0.21988512532852478,0.1317251285031519,0.444057694652774,0.40981774890993367,0.2323341452268344,3180,3179,160,3179,65.05,27.0,0.016744426254578455,2.0,200,1
36,71,1.4377408715524576,0.055530776963442996,-0.23951083667588313,0.13146258995253557,0.47677684107302803,0.43435767238687706,0.23185079111301235,3170,3169,187,3169,64.05331230283912,28.0,0.016829665136545168,2.0,200,1
39,78,1.2938944086786668,0.05164431264934577,-0.2227568529961983,0.13086721461849077,0.4501625645563519,0.41136362570501506,0.23184163339848926,3078,3077,157,3077,66.51299545159195,30.0,0.016217950807137,2.0,200,1
31,73,1.5566086882752508,0.058583084049872225,-0.25304012980415314,0.1330437116663952,0.4943856411470701,0.45356486665096285,0.23151696964119525,3322,3321,220,3321,61.95484647802529,28.0,0.01775726473441821,2.0,200,1
38,56,1.1697759527034681,0.04810225630171483,-0.20779380174229023,0.13167701074606492,0.4225858497378546,0.3807390557822519,0.23149033271633457,3338,3338,211,3338,60.22109047333733,28.0,0.017794870123521166,2.0,200,1
32,69,1.6151870058135835,0.06003854386327645,-0.259458170783176,0.13269742990471237,0.5056831596323094,0.4618923377572904,0.2313997037828863,3316,3316,204,3316,61.48582629674306,27.0,0.01764946261898972,2.0,200,1
38,79,1.2847643212785163,0.051389971654544286,-0.2220942255487267,0.13061095892519417,0.44893667022372663,0.410174201289676,0.23138814855530543,3083,3082,147,3082,66.15504378851767,29.0,0.016192880547735027,2.0,200,1
31,94,1.2070510406297017,0.04918558581828525,-0.2126239472626107,0.13288173147209623,0.4277213264915855,0.3957458019714456,0.23132665182598833,3197,3196,173,3196,65.46324679386925,27.0,0.0168948478109903,2.0,200,1
35,71,1.4256049611452748,0.055211324634815595,-0.23926037803284017,0.13192864186214964,0.47326363206698313,0.4326642568708302,0.23075832734510454,3225,3224,201,3224,63.307906976744185,28.0,0.01717563471629241,2.0,200,1
35,72,1.3555699457785377,0.053337935153410454,-0.23128552808707437,0.13168012025824954,0.46041386136837686,0.4203254165526825,0.23061509984891831,3210,3209,196,3209,63.52803738317757,28.0,0.017075353678684513,2.0,200,1
30,79,1.4688794211391878,0.05634364979442008,-0.24439726658352556,0.13298679097219798,0.47861530072309066,0.4413453029576583,0.23054124369743714,3289,3288,229,3288,63.02553967771359,27.0,0.01763692748928873,2.0,200,1
40,74,1.2717327882640257,0.05102528752137059,-0.22136048219616178,0.13054459773550878,0.4464410638194537,0.40710312387300723,0.23050766340558382,3083,3082,156,3082,65.89652935452482,29.0,0.016238007014658582,2.0,200,1
38,66,1.484393799538878,0.0567450651855852,-0.24619869003315364,0.131867773878824,0.48443593064605917,0.4411148603817567,0.2304848379897707,3208,3207,195,3207,63.28802992518703,28.0,0.01706031152304333,2.0,200,1
37,65,1.543974447712118,0.05826506533334497,-0.25293564318580486,0.1322577269029612,0.4942640921142905,0.45085522567996483,0.23035529749575007,3243,3243,206,3243,62.80111008325625,29.0,0.017293464935481687,2.0,200,1
32,87,1.2371198591384145,0.05004702685973994,-0.2173890568830058,0.13176762391703697,0.43644756111135297,0.4018100599942586,0.2302187036336157,3191,3190,172,3190,64.78031964901285,27.0,0.016859749447827536,2.0,200,1
29,96,1.202046068340811,0.04904112921782722,-0.2133446506791522,0.13360417302011074,0.4250965161862718,0.39438095020102804,0.2298680986924762,3240,3239,181,3239,64.86111111111111,27.0,0.017150564456890435,2.0,200,1
31,89,1.2227715407403963,0.04963732776358798,-0.21596376511879023,0.13179194181053946,0.4334289303102458,0.40009442091480657,0.22984100011539027,3195,3194,168,3194,64.84256651017215,27.0,0.016859749447827536,2.0,200,1
39,63,1.5659106517658925,0.05881628325053834,-0.25593942254551094,0.13219042640489415,0.4983872987878265,0.45460611213647245,0.2298054854760785,3225,3225,199,3225,62.991317829457365,29.0,0.017168113638471816,2.0,200,1
34,60,1.2629458256532646,0.050778275715785304,-0.22108667356291656,0.13202086905316915,0.44114391262600305,0.39857854802960463,0.22967587732661277,3363,3363,228,3363,60.08742194469224,28.0,0.01800546030249775,2.0,200,1
40,54,1.176644815212323,0.048303194024255314,-0.21038785096699442,0.13176343694581533,0.423850066499382,0.3819293377625231,0.22959117554669592,3339,3339,208,3339,60.25097334531297,28.0,0.01778484201976038,2.0,200,1
37,79,1.2503838631136022,0.05042357496636107,-0.21967051041799246,0.13084720683843767,0.4413340202671371,0.4036248779110105,0.22954184824542134,3111,3110,157,3110,65.61716489874638,29.0,0.01638341451919003,2.0,200,1
36,80,1.2487443092137473,0.05037714322321518,-0.2200929453257413,0.1309724622088973,0.44069956824613415,0.40319164744990527,0.22889031335673277,3124,3123,161,3123,65.37868117797696,28.0,0.016468653401156743,2.0,200,1
38,78,1.2619772227259691,0.05075099204454969,-0.2217915203504034,0.1306777916867878,0.4441216804880965,0.4059990450495923,0.2288229593465492,3098,3097,150,3097,65.86442866365397,29.0,0.016283133481582134,2.0,200,1
30,95,1.1961691014860056,0.048871110348959634,-0.21368687955433985,0.13336740786705087,0.4243995962138756,0.39291255482370946,0.22870431002073704,3196,3195,171,3195,65.5897997496871,27.0,0.016879805655349116,2.0,200,1
32,71,1.5422903524158342,0.058222562662155974,-0.2546475196575383,0.1329287035155826,0.4921358039413652,0.4508887769144397,0.22863981844573375,3320,3319,212,3319,61.8144578313253,28.0,0.01770712421561426,2.0,200,1
30,77,1.5814624797286942,0.05920439794340582,-0.25896183615163293,0.1327188917166852,0.4996913112459871,0.46000004528911204,0.22862209668894679,3292,3291,227,3291,62.82199270959903,28.0,0.017641941541169128,2.0,200,1
40,78,1.2306145951462528,0.049861583600194326,-0.21848402827212554,0.13055273777878884,0.43793747083836354,0.3990894903340732,0.22821614922849592,3060,3059,143,3059,66.66699346405228,30.0,0.016057501146964366,2.0,200,1
29,76,1.5470321039830663,0.05834216599639297,-0.25570865958410005,0.1333838771136562,0.49175727665744223,0.45274032854598406,0.22815874163700275,3342,3341,230,3341,61.89078396169958,27.0,0.01790768629083005,2.0,200,1
31,74,1.5287879993628493,0.0578808352443827,-0.25376209500785496,0.13281778290419907,0.4900037645350915,0.4505184146705425,0.22809094180354655,3316,3315,218,3315,62.25301568154403,28.0,0.017717152319375047,2.0,200,1
33,62,1.216492375968024,0.04945725169960946,-0.21725169167907876,0.13214873705659652,0.43132428741114215,0.3910876729540551,0.2276495585252659,3379,3379,227,3379,60.047943178455164,28.0,0.018080671080703672,2.0,200,1
39,76,1.2369025153713995,0.050040839301732865,-0.21986712161087962,0.1306155002075595,0.4390951106821437,0.4007318444094682,0.2275958266752363,3097,3096,154,3096,65.70261543429125,29.0,0.016298175637223317,2.0,200,1
38,64,1.5053538016937513,0.05728365601237684,-0.2520976188523396,0.13216148783262655,0.4875073478027559,0.4443361977389983,0.22722807249492277,3238,3238,198,3238,62.721741815935765,29.0,0.017228282261036554,2.0,200,1
30,73,1.509088537705873,0.05737917973952911,-0.25256304118245776,0.13322245470049351,0.4853595082697166,0.44543713627287274,0.22718755472253352,3361,3360,219,3360,61.283844094019635,27.0,0.017947798705873208,2.0,200,1
39,75,1.2163788114003249,0.04945399044584553,-0.2177764624591506,0.13062306887714115,0.43479754903426016,0.3964559074931348,0.22708602154432486,3102,3101,162,3101,65.49097356544165,29.0,0.01636335831166845,2.0,200,1
33,71,1.4732746714555507,0.05645761148210404,-0.24877927119144871,0.1325215920159066,0.48064475096411935,0.4404874999183735,0.22693856771795487,3294,3293,210,3293,62.421979356405586,28.0,0.017566730762963206,2.0,200,1
40,60,1.4816280045878032,0.056673676442496435,-0.24985250135027626,0.1318909293056543,0.4838614219386041,0.43962005006180455,0.22682853337955494,3247,3247,186,3247,62.33846627656298,29.0,0.01721324010539537,2.0,200,1
30,93,1.2349267963078487,0.04998456665684481,-0.2206682729282694,0.1321713406754647,0.4350659263102422,0.40287214070704647,0.22651451426863176,3195,3194,167,3194,65.31924882629107,27.0,0.016854735395947142,2.0,200,1
29,93,1.1773680303969027,0.048324315871278056,-0.2135179927535632,0.13235544065564836,0.4226887582374348,0.39124080069189715,0.226324326339339,3241,3240,177,3240,64.31286639925949,26.0,0.01713552230124925,2.0,200,1
37,68,1.3254912359368545,0.052517239522542836,-0.23211494216966833,0.1317547493103406,0.45431242803797495,0.41353031880373625,0.22625531571403307,3213,3212,195,3212,63.18487394957983,28.0,0.017085381782445303,2.0,200,1
34,70,1.4900772793541077,0.056891529120734585,-0.2514620362994775,0.1325796189564696,0.4835895329538643,0.4429415246354139,0.22624301448422177,3280,3279,208,3279,62.59908536585366,28.0,0.017486505932876886,2.0,200,1
27,97,1.1973475479524005,0.04890523667657343,-0.21644505504582578,0.13409049532479853,0.42307439713637046,0.39381774960417726,0.22594758132136214,3309,3308,209,3308,63.864611665155635,26.0,0.01763692748928873,2.0,200,1
31,68,1.4962996553315118,0.057051520812583245,-0.2525608871250915,0.1325420913844199,0.48483393865054225,0.4415503268809724,0.22589214609594738,3349,3349,209,3349,60.760525530008955,27.0,0.01783999659044472,2.0,200,1
30,91,1.1784974848659568,0.0483572889530135,-0.21448178736769186,0.13184948813604422,0.4240422711132364,0.3917416641945428,0.22546104984715232,3214,3213,170,3213,64.52177971375234,27.0,0.01696504453731583,2.0,200,1
34,84,1.254113218397137,0.050529071111582446,-0.2241821514825707,0.13155602135802494,0.44042630698418084,0.40490855364261413,0.2253929261425207,3166,3165,170,3165,65.10265319014529,28.0,0.016724370047056878,2.0,200,1
36,85,1.2021384292745028,0.04904379778816015,-0.21763025255156832,0.1313530280315698,0.430134159021673,0.39410874107840294,0.2253537695846722,3093,3092,153,3092,66.67086970578727,29.0,0.016273105377821343,2.0,200,1
26,100,1.1487200147230894,0.04748255340821217,-0.21085379589765751,0.1345651600348312,0.41196912595014207,0.3848655148756012,0.22519183591676414,3343,3342,211,3342,63.61830690996111,26.0,0.017817433356982944,2.0,200,1
33,82,1.4726704224897809,0.0564419555741178,-0.25072268534144704,0.13155066853884975,0.483104570652079,0.4444325785964656,0.2251170670785224,3183,3182,177,3182,64.7401822180333,28.0,0.016844707292186352,2.0,200,1
37,80,1.229494550023376,0.04982960361589406,-0.22157819852838834,0.13069683859318343,0.43736361343484415,0.3998835356072521,0.22488495685422746,3106,3105,146,3105,65.70573084352866,29.0,0.016303189689103714,2.0,200,1
33,72,1.5008959014580174,0.05716946056484451,-0.25430037449648646,0.1326261572572443,0.4854494860612049,0.44537939536182536,0.22481076041684867,3270,3269,218,3269,63.05321100917431,28.0,0.017486505932876886,2.0,200,1
39,80,1.1943923726626058,0.048819625985389914,-0.21742091713941902,0.1308702445469269,0.4296047531175891,0.3917300942312237,0.22453969299598167,3061,3060,149,3060,66.83632799738648,30.0,0.01609259951012713,2.0,200,1
35,73,1.3741345832234804,0.05383957102421122,-0.23978881397324514,0.1318113939516638,0.46369742797935976,0.4239763266265099,0.22452911848597934,3195,3194,204,3194,63.92425665101722,28.0,0.01704025531552175,2.0,200,1
30,92,1.1624623486667076,0.04788765048791954,-0.21339128276211616,0.13192257317242642,0.42048395634954194,0.388616349769955,0.22441240273766772,3214,3213,162,3213,64.58245177349097,27.0,0.016924932122272668,2.0,200,1
38,81,1.163172799465467,0.047908527384908695,-0.21354813982550824,0.13099861151107806,0.42267777423913794,0.3862271264973076,0.22434532758775189,3073,3072,152,3072,66.79303612105434,30.0,0.016167810288333053,2.0,200,1
28,98,1.0938659639438009,0.0458409384862315,-0.2043883459793947,0.13371845668745796,0.40199989701335154,0.37321113170259373,0.224283523928771,3266,3265,183,3265,64.5505205143907,26.5,0.01729095790954149,2.0,200,1
34,89,1.1912925185532064,0.048729707524357124,-0.21754665125078576,0.1322686267399752,0.4258028266385532,0.3914612551530798,0.22399658760171845,3116,3115,171,3115,66.49069319640564,29.0,0.01647868150491753,2.0,200,1
35,86,1.1527685275990978,0.04760214791904516,-0.21260939133307943,0.13162654975743182,0.4190657737038406,0.38459096201568455,0.22389485064876738,3122,3121,157,3121,66.22805893657912,28.0,0.016438569089874372,2.0,200,1
31,93,1.1884795252965459,0.04864800665617719,-0.2173192357243544,0.13293218697565504,0.4237531171618555,0.3919786653619276,0.22385504207221604,3194,3193,170,3193,65.46462116468378,27.0,0.016864763499707933,2.0,200,1
31,88,1.1472652630785074,0.0474395278273263,-0.21205661235284712,0.13169420793638487,0.4177370655939273,0.3852154333768647,0.22371161785981142,3206,3205,171,3205,64.5361821584529,27.0,0.016929946174153065,2.0,200,1
27,98,1.1160250799335243,0.046508901860661256,-0.20791662385408327,0.1339651751691931,0.4062712490977793,0.3781327771929427,0.22369015521001048,3309,3308,198,3308,63.77425203989121,26.0,0.01758177291860439,2.0,200,1
37,67,1.436073159948231,0.055486966618128575,-0.24808559344347503,0.13198027345611849,0.47510937917874313,0.4328376227423457,0.22366057556168,3214,3213,196,3213,63.22028624766646,28.0,0.017095409886206094,2.0,200,1
30,90,1.1328888460430613,0.04701285385284981,-0.21035118672360542,0.13182641679128518,0.41435981014297485,0.3823374945512401,0.22349697467893614,3223,3222,172,3222,64.31771641327956,27.0,0.01702019910800017,2.0,200,1
40,55,1.2031754480179275,0.0490737529970553,-0.21961700401792938,0.13160141186247476,0.42979235521504006,0.38716065478256545,0.22345151832163665,3313,3313,196,3313,60.677633564744944,28.0,0.017594308048305377,2.0,200,1
33,64,1.3105064691532133,0.05210465289729771,-0.2341101071488334,0.1318133369909609,0.45120009066702277,0.4084706148529925,0.22256473046750025,3328,3328,208,3328,60.84014423076923,27.0,0.017729687449076034,2.0,200,1
28,97,1.1309918885265584,0.04695635291526945,-0.21132218965776195,0.1338497463145266,0.40970018028579364,0.38052357373259155,0.22220266121279386,3272,3271,190,3271,64.33771393643032,26.0,0.017356140583986622,2.0,200,1
31,91,1.2336835817765355,0.049949133327465756,-0.22516486257749002,0.1320165322270698,0.4351654404856404,0.4023538271892361,0.22183360563318738,3194,3193,163,3193,65.12429555416406,27.0,0.016829665136545168,2.0,200,1
33,75,1.2793198304514144,0.05123784720578928,-0.23105653031559925,0.1320724342752761,0.4443262387544035,0.40699143769273705,0.22175459458256253,3235,3234,215,3234,63.32302936630603,28.0,0.017295971961421883,2.0,200,1
39,56,1.1932682141158852,0.04878703095554715,-0.22002969668885097,0.13163191230450003,0.4276475454293145,0.3858342237863261,0.22172930149759743,3333,3333,201,3333,60.517851785178514,28.0,0.017719659345315247,2.0,200,1
31,72,1.5208443012764654,0.057678988652311025,-0.2602043132607684,0.1330684787066376,0.48789731956952426,0.4475611028287017,0.22166807279058048,3342,3341,217,3341,61.526032315978455,27.0,0.017842503616384918,2.0,200,1
30,70,1.5053035411450937,0.05728236958121946,-0.25843592531968584,0.13267137212165292,0.48613674540434193,0.44330775109179754,0.22165018083442167,3372,3372,209,3372,60.51275207591934,27.0,0.0179553197836938,2.0,200,1
35,84,1.2084535676565022,0.049226011222197164,-0.22234984338589237,0.1313842409321044,0.4313838279422222,0.3957702277968686,0.22138990733069458,3123,3122,156,3122,65.89273134806275,28.0,0.016438569089874372,2.0,200,1
39,64,1.4086421243279994,0.054762288574228934,-0.247937843685197,0.1318222414189717,0.47031067229671475,0.4276284033860538,0.22087103670934477,3199,3198,198,3198,63.27696155048453,29.0,0.01703022721176096,2.0,200,1
39,79,1.1771924532924194,0.048319188663378476,-0.21889140450941869,0.1305843206722897,0.42660425245675837,0.3887831889698221,0.22074502546900762,3066,3065,145,3065,66.57240704500978,30.0,0.016097613562007528,2.0,200,1
37,83,1.1579130287064152,0.04775381387968669,-0.21634568443496593,0.13131475429033523,0.42085165732617774,0.3851150132578833,0.22072921863177544,3088,3087,153,3087,66.7095207253886,29.0,0.01624803511841937,2.0,200,1
38,80,1.1700485545371722,0.04811024221684779,-0.21804070132739195,0.131009125513549,0.4241235067082552,0.3869794409280359,0.2206479887652233,3073,3072,153,3072,66.61438333875691,30.0,0.016172824340213447,2.0,200,1
36,68,1.4061636315922614,0.05469642993890056,-0.24797420140519033,0.13214082860210277,0.46902241159642805,0.4283421052289436,0.2205730661857299,3235,3234,202,3234,63.07047913446677,28.0,0.01723078928697675,2.0,200,1
33,89,1.1636569761197881,0.04792275143044189,-0.2177241390108806,0.13161248662390357,0.4214194277389226,0.38833565090757505,0.22010766306462226,3145,3144,174,3144,65.82193958664547,28.0,0.016639131165090165,2.0,200,1
