,count,mean,std,min,1%,5%,50%,95%,99%,max
total_return,10000.0,0.09648000366644129,0.21641153971806776,-0.4583184285726841,-0.31886965712007276,-0.22033411661702057,0.07384584945648431,0.4876450192295129,0.6769876709015338,1.2681116701564896
max_drawdown,10000.0,-0.18925067312358992,0.06755351320908563,-0.4770171585395824,-0.3888104968575304,-0.3212097998859659,-0.17693693315091635,-0.10216515132298701,-0.0852056745839847,-0.058906299851560706
ann_vol,10000.0,0.1940322189161697,0.008331307830957866,0.17049978049067258,0.17759683134455284,0.18177042389276432,0.19333296233785624,0.20841682590713007,0.21763586536201995,0.2649527802566616
