total_return,max_drawdown,ann_vol
-0.19734743248948428,-0.2914128458927506,0.1981515575743913
0.1714111373317544,-0.13662962872366957,0.18170081860940035
0.5251450071024448,-0.1289809723315869,0.19334442875338126
0.07188584182011182,-0.2733647351730455,0.18868838193641338
0.12931234763079735,-0.09160366824804256,0.20480165197242195
0.3993753316082027,-0.16156266775763084,0.1928740665391109
-0.22523843360329787,-0.3248838389219798,0.19258134231748167
0.07922487886527008,-0.22452619674751928,0.20063716842125315
0.2675644363550953,-0.12490231890059289,0.196805889940287
0.4805821714138039,-0.08742450207043306,0.19011617225437638
0.2215374968840429,-0.1178803320410784,0.20093447854440918
0.36545463644589926,-0.15610595722652731,0.1891464492073479
0.13610576277933517,-0.16859893869174425,0.19688817357226954
0.1861847578157958,-0.15015634547287215,0.18978900308198463
-0.14063457809512614,-0.1526514935670461,0.17705049742158976
0.04919905848311834,-0.14815718787286014,0.1964006557028559
-0.14073702852566028,-0.28188971197962975,0.19751170744006716
-0.09090243498048933,-0.15054530617248962,0.20537464295235267
0.25798189908398417,-0.19114313826754803,0.2046857785322201
-0.2794253672545315,-0.34281641950344643,0.21238711276128577
0.4509263132218537,-0.15326085195143768,0.19080578034323728
0.07953825927152791,-0.17188071633816293,0.19015683306286885
-0.020237403240706997,-0.2886346330813596,0.18936515372318752
-0.14364351085504523,-0.25949326476530643,0.1979505833156329
0.31445105757522795,-0.16216255778176392,0.1958916180366443
-0.057557557286829764,-0.15953190092339598,0.18678418773741948
0.018236568672182596,-0.187743518988978,0.1962354675748783
0.02949673778135775,-0.15123898512107659,0.19272654456927735
-0.3036004546116139,-0.35227013093922155,0.19057932716519657
-0.01014334270630457,-0.2875348788211104,0.19844637340741847
0.32783672858927937,-0.12706681027986666,0.19393072613750256
0.2911378691036677,-0.10766369385144015,0.19565709181773014
0.3582857276432383,-0.20535093687056694,0.19120088273596586
-0.05992526346474669,-0.22812782468045611,0.19089881938775133
0.07716294987852779,-0.1656797567663636,0.21197707484824332
-0.046120348003950706,-0.1668144221617972,0.19542011543865115
-0.10024432968454977,-0.1698728630583205,0.1866417705467058
-0.21296114548699707,-0.2847638964871394,0.18672508091503748
0.06528577086751475,-0.1861926586146081,0.19994580472159715
0.028469499211380977,-0.25481035215796244,0.1874473410107428
-0.13608883995124488,-0.21380504773291908,0.19919620548402645
0.040688203390721656,-0.17701959024156655,0.20598768882267024
-0.3110888172492974,-0.33789223617066855,0.19371760993624967
-0.07099650369826838,-0.21912347420429001,0.186861419126645
-0.032692302240567406,-0.24278112681601982,0.19527979593168304
0.09617049628538021,-0.1923819040478819,0.21553926213017982
0.24683839105231886,-0.15632011522123535,0.19323636437666294
-0.18551710354641393,-0.2283832883929352,0.19835800374138363
0.4183695643644736,-0.1049466644570688,0.17633681566650133
0.4603697523330845,-0.13668570802394442,0.1977400976860059
0.4492135467367848,-0.09249928614204583,0.1949288825295041
0.017625739742274105,-0.13772205883466093,0.18439077922823977
0.11964860126411447,-0.12584886953181695,0.19516711964455186
0.3299301519491009,-0.08848585196482961,0.18089614612458094
0.232371073275478,-0.13369713578146747,0.20643804427433463
0.12698549182419816,-0.12126209856511794,0.18276556407951186
0.2121250694890351,-0.1683397331257308,0.1934535161963908
-0.013212006799871334,-0.21364731599378783,0.18990313210818535
0.1209864840441075,-0.14367263988924384,0.214385983479111
0.16135635467341225,-0.13923370062102725,0.19526047879310568
0.10428664497651519,-0.14836439262092915,0.1988870755503428
0.424284774305445,-0.10605739131820124,0.19386709667250096
0.24575385572915986,-0.2061380679775674,0.19402452498554473
0.22622471422750157,-0.10964116874271235,0.1956192129290429
-0.13956855064426943,-0.2205931500975431,0.20410498043720926
0.06087435871067792,-0.21670592208267458,0.20962293783521685
-0.2007272016753101,-0.3527694792344973,0.19823726085977017
0.18995584846604574,-0.10209120120050186,0.18923807569562442
-0.03213962181095198,-0.20777426886596395,0.1946838316169884
0.2422302895925612,-0.13102602144866338,0.20942070413865016
0.05799733959551778,-0.19442282144558165,0.20012384451280393
-0.20653222839589302,-0.35820592535071505,0.22149257764869007
-0.026245875872685898,-0.2355615364320066,0.20318543775089726
0.03328297514690193,-0.2848939975193533,0.1895433053826126
0.07841893594847238,-0.10661625308756129,0.18306844475108325
-0.048605752952774695,-0.1921641621615341,0.19371033124423898
-0.10455480248158022,-0.196635403130493,0.1944141666696314
0.15358538677642297,-0.17200597341206525,0.1817605627916564
0.036520027431854674,-0.14693193630270784,0.1866724581236973
-0.039684389647821394,-0.1432034710085457,0.1756835090096021
-0.002384111397126354,-0.179885870489627,0.19967483040132614
0.2558441027563916,-0.12911575203697523,0.17887422752174004
0.38964618726599354,-0.165733723467541,0.19102478152495192
0.09887689445817593,-0.19260125979705223,0.18647200128051067
-0.08716590853156148,-0.24255245936957381,0.20618803328464472
0.30723731509341534,-0.12916474945156864,0.18781744426189412
0.32624868468862944,-0.12801430473793685,0.2038037947667489
-0.016824130189904696,-0.22903723298470435,0.2086497779143774
0.058960373965917245,-0.14222325080157683,0.1810496857336716
0.07277588086334341,-0.16563358430994812,0.18559247719522448
0.30392443597254193,-0.12423734982191881,0.20970574547350715
0.22315436018607593,-0.13642534655429395,0.18590988152930768
-0.04530702819735777,-0.1952594721226879,0.18212289189055406
0.14066925707274502,-0.21909520936844173,0.20435058391190997
-0.06877440751515707,-0.25714482909922,0.19804885722019305
-0.15005864785068945,-0.3072814002321984,0.1854063132838292
0.025402252355847255,-0.2044818743221376,0.1994724795923144
-0.038789089454904,-0.2198145954943992,0.1944161093402157
-0.23566101903937886,-0.3163340944860472,0.20005400507970209
0.17875673382524138,-0.18484185724570545,0.19261923175800516
-0.3965148057249468,-0.42885476927010513,0.1944309382163348
0.27732131581164454,-0.1606365193878604,0.19870199252413864
-0.1712822710450601,-0.25019308426928233,0.18991902991444354
0.32280120077229935,-0.08946299618986964,0.1993487868871059
0.34581704033555116,-0.12280023623258007,0.1813295093885563
0.2077654424951889,-0.13885677023345122,0.1862133560565253
0.014118647550697805,-0.14535021902000334,0.21657568311570732
0.029145996349144054,-0.19936995981037142,0.1948877911800386
0.007687618889349546,-0.2163920679648278,0.19194962847650296
-0.2745398231269168,-0.3075451595746932,0.20706591340523567
-0.07313635356443982,-0.19392214183771472,0.19655877484055867
0.0439320482549983,-0.14796342986094768,0.18621355111741064
-0.29304850569489505,-0.34430711609768094,0.19141926623377514
0.5126372032310356,-0.1499631494881637,0.19451597729670989
0.03915202561594899,-0.3252934818728167,0.19591469560460067
0.3853448220384408,-0.14132961800716726,0.19960488100916746
0.17416726624519163,-0.15806142951639768,0.2078092023352973
-0.12382440001137807,-0.23544410567102703,0.18605725078848806
0.10697120278009797,-0.15113835728006075,0.19099493341469506
0.11458220550704556,-0.17743614644627115,0.19747430096790966
0.11065026643131826,-0.254707671202952,0.2008483630372308
-0.23226379011937448,-0.2999945375303965,0.20094796180072452
0.2769624024431969,-0.14363323378833803,0.21416940138957524
0.4741408240752145,-0.09704951140866647,0.19500150767274033
-0.06541640757154854,-0.2138234235070844,0.19772845439450976
0.08419457706995992,-0.1544964993025898,0.19383310492120523
0.0004250320999830137,-0.1665992592782971,0.19641495665781616
0.11759473162743683,-0.19269148676888348,0.19013234238949225
0.003536848417108329,-0.19989803930380612,0.19086160133562977
